# y,eta,chord,ellipse,schrenk,cl
4.000000,1.000000,0.833333,0.000000,0.416667,0.500000
3.995996,0.998999,0.834168,0.071194,0.452681,0.542674
3.991992,0.997998,0.835002,0.100658,0.467830,0.560274
3.987988,0.996997,0.835836,0.123250,0.479543,0.573729
3.983984,0.995996,0.836670,0.142281,0.489476,0.585028
3.979980,0.994995,0.837504,0.159035,0.498270,0.594946
3.975976,0.993994,0.838338,0.174171,0.506254,0.603878
3.971972,0.992993,0.839173,0.188079,0.513626,0.612062
3.967968,0.991992,0.840007,0.201014,0.520510,0.619650
3.963964,0.990991,0.840841,0.213154,0.526997,0.626750
3.959960,0.989990,0.841675,0.224627,0.533151,0.633441
3.955956,0.988989,0.842509,0.235532,0.539021,0.639780
3.951952,0.987988,0.843343,0.245943,0.544643,0.645814
3.947948,0.986987,0.844178,0.255921,0.550049,0.651580
3.943944,0.985986,0.845012,0.265515,0.555263,0.657107
3.939940,0.984985,0.845846,0.274765,0.560305,0.662420
3.935936,0.983984,0.846680,0.283705,0.565192,0.667539
3.931932,0.982983,0.847514,0.292362,0.569938,0.672482
3.927928,0.981982,0.848348,0.300762,0.574555,0.677263
3.923924,0.980981,0.849183,0.308926,0.579054,0.681896
3.919920,0.979980,0.850017,0.316871,0.583444,0.686391
3.915916,0.978979,0.850851,0.324614,0.587733,0.690759
3.911912,0.977978,0.851685,0.332169,0.591927,0.695007
3.907908,0.976977,0.852519,0.339549,0.596034,0.699144
3.903904,0.975976,0.853353,0.346764,0.600059,0.703177
3.899900,0.974975,0.854188,0.353825,0.604006,0.707112
3.895896,0.973974,0.855022,0.360740,0.607881,0.710954
3.891892,0.972973,0.855856,0.367519,0.611687,0.714708
3.887888,0.971972,0.856690,0.374168,0.615429,0.718380
3.883884,0.970971,0.857524,0.380694,0.619109,0.721973
3.879880,0.969970,0.858358,0.387104,0.622731,0.725491
3.875876,0.968969,0.859193,0.393403,0.626298,0.728938
3.871872,0.967968,0.860027,0.399596,0.629811,0.732316
3.867868,0.966967,0.860861,0.405689,0.633275,0.735630
3.863864,0.965966,0.861695,0.411685,0.636690,0.738881
3.859860,0.964965,0.862529,0.417589,0.640059,0.742072
3.855856,0.963964,0.863363,0.423404,0.643384,0.745206
3.851852,0.962963,0.864198,0.429135,0.646666,0.748285
3.847848,0.961962,0.865032,0.434785,0.649908,0.751312
3.843844,0.960961,0.865866,0.440356,0.653111,0.754287
3.839840,0.959960,0.866700,0.445852,0.656276,0.757213
3.835836,0.958959,0.867534,0.451276,0.659405,0.760091
3.831832,0.957958,0.868368,0.456629,0.662499,0.762924
3.827828,0.956957,0.869203,0.461915,0.665559,0.765712
3.823824,0.955956,0.870037,0.467136,0.668586,0.768458
3.819820,0.954955,0.870871,0.472294,0.671582,0.771162
3.815816,0.953954,0.871705,0.477390,0.674548,0.773826
3.811812,0.952953,0.872539,0.482428,0.677483,0.776450
3.807808,0.951952,0.873373,0.487408,0.680391,0.779038
3.803804,0.950951,0.874208,0.492333,0.683270,0.781588
3.799800,0.949950,0.875042,0.497203,0.686123,0.784103
3.795796,0.948949,0.875876,0.502022,0.688949,0.786583
3.791792,0.947948,0.876710,0.506790,0.691750,0.789029
3.787788,0.946947,0.877544,0.511508,0.694526,0.791443
3.783784,0.945946,0.878378,0.516178,0.697278,0.793825
3.779780,0.944945,0.879213,0.520802,0.700007,0.796175
3.775776,0.943944,0.880047,0.525380,0.702713,0.798495
3.771772,0.942943,0.880881,0.529913,0.705397,0.800786
3.767768,0.941942,0.881715,0.534404,0.708059,0.803048
3.763764,0.940941,0.882549,0.538852,0.710701,0.805282
3.759760,0.939940,0.883383,0.543259,0.713321,0.807488
3.755756,0.938939,0.884218,0.547626,0.715922,0.809667
3.751752,0.937938,0.885052,0.551954,0.718503,0.811820
3.747748,0.936937,0.885886,0.556244,0.721065,0.813948
3.743744,0.935936,0.886720,0.560496,0.723608,0.816050
3.739740,0.934935,0.887554,0.564712,0.726133,0.818128
3.735736,0.933934,0.888388,0.568892,0.728640,0.820182
3.731732,0.932933,0.889223,0.573038,0.731130,0.822213
3.727728,0.931932,0.890057,0.577149,0.733603,0.824220
3.723724,0.930931,0.890891,0.581226,0.736059,0.826205
3.719720,0.929930,0.891725,0.585271,0.738498,0.828168
3.715716,0.928929,0.892559,0.589284,0.740922,0.830109
3.711712,0.927928,0.893393,0.593265,0.743329,0.832029
3.707708,0.926927,0.894228,0.597216,0.745722,0.833928
3.703704,0.925926,0.895062,0.601136,0.748099,0.835807
3.699700,0.924925,0.895896,0.605027,0.750462,0.837666
3.695696,0.923924,0.896730,0.608889,0.752810,0.839505
3.691692,0.922923,0.897564,0.612722,0.755143,0.841325
3.687688,0.921922,0.898398,0.616528,0.757463,0.843126
3.683684,0.920921,0.899233,0.620306,0.759769,0.844908
3.679680,0.919920,0.900067,0.624057,0.762062,0.846672
3.675676,0.918919,0.900901,0.627781,0.764341,0.848418
3.671672,0.917918,0.901735,0.631480,0.766607,0.850147
3.667668,0.916917,0.902569,0.635153,0.768861,0.851858
3.663664,0.915916,0.903403,0.638801,0.771102,0.853552
3.659660,0.914915,0.904238,0.642424,0.773331,0.855230
3.655656,0.913914,0.905072,0.646023,0.775547,0.856890
3.651652,0.912913,0.905906,0.649598,0.777752,0.858535
3.647648,0.911912,0.906740,0.653150,0.779945,0.860164
3.643644,0.910911,0.907574,0.656678,0.782126,0.861777
3.639640,0.909910,0.908408,0.660184,0.784296,0.863374
3.635636,0.908909,0.909243,0.663668,0.786455,0.864956
3.631632,0.907908,0.910077,0.667129,0.788603,0.866524
3.627628,0.906907,0.910911,0.670569,0.790740,0.868076
3.623624,0.905906,0.911745,0.673988,0.792866,0.869614
3.619620,0.904905,0.912579,0.677385,0.794982,0.871138
3.615616,0.903904,0.913413,0.680762,0.797088,0.872647
3.611612,0.902903,0.914248,0.684119,0.799183,0.874143
3.607608,0.901902,0.915082,0.687455,0.801269,0.875625
3.603604,0.900901,0.915916,0.690772,0.803344,0.877094
3.599600,0.899900,0.916750,0.694069,0.805410,0.878549
3.595596,0.898899,0.917584,0.697347,0.807466,0.879991
3.591592,0.897898,0.918418,0.700606,0.809512,0.881420
3.587588,0.896897,0.919253,0.703846,0.811549,0.882836
3.583584,0.895896,0.920087,0.707068,0.813577,0.884240
3.579580,0.894895,0.920921,0.710272,0.815596,0.885631
3.575576,0.893894,0.921755,0.713458,0.817606,0.887010
3.571572,0.892893,0.922589,0.716626,0.819607,0.888377
3.567568,0.891892,0.923423,0.719776,0.821600,0.889732
3.563564,0.890891,0.924258,0.722909,0.823583,0.891076
3.559560,0.889890,0.925092,0.726026,0.825559,0.892407
3.555556,0.888889,0.925926,0.729125,0.827526,0.893728
3.551552,0.887888,0.926760,0.732208,0.829484,0.895036
3.547548,0.886887,0.927594,0.735275,0.831434,0.896334
3.543544,0.885886,0.928428,0.738325,0.833377,0.897621
3.539540,0.884885,0.929263,0.741359,0.835311,0.898897
3.535536,0.883884,0.930097,0.744378,0.837237,0.900162
3.531532,0.882883,0.930931,0.747381,0.839156,0.901416
3.527528,0.881882,0.931765,0.750368,0.841067,0.902660
3.523524,0.880881,0.932599,0.753341,0.842970,0.903893
3.519520,0.879880,0.933433,0.756298,0.844866,0.905116
3.515516,0.878879,0.934268,0.759241,0.846754,0.906329
3.511512,0.877878,0.935102,0.762168,0.848635,0.907532
3.507508,0.876877,0.935936,0.765082,0.850509,0.908725
3.503504,0.875876,0.936770,0.767981,0.852375,0.909909
3.499499,0.874875,0.937604,0.770865,0.854235,0.911082
3.495495,0.873874,0.938438,0.773736,0.856087,0.912247
3.491491,0.872873,0.939273,0.776593,0.857933,0.913401
3.487487,0.871872,0.940107,0.779436,0.859771,0.914547
3.483483,0.870871,0.940941,0.782265,0.861603,0.915683
3.479479,0.869870,0.941775,0.785082,0.863428,0.916809
3.475475,0.868869,0.942609,0.787884,0.865247,0.917927
3.471471,0.867868,0.943443,0.790674,0.867059,0.919036
3.467467,0.866867,0.944278,0.793451,0.868864,0.920136
3.463463,0.865866,0.945112,0.796214,0.870663,0.921228
3.459459,0.864865,0.945946,0.798965,0.872456,0.922310
3.455455,0.863864,0.946780,0.801704,0.874242,0.923384
3.451451,0.862863,0.947614,0.804430,0.876022,0.924450
3.447447,0.861862,0.948448,0.807143,0.877796,0.925507
3.443443,0.860861,0.949283,0.809845,0.879564,0.926556
3.439439,0.859860,0.950117,0.812534,0.881325,0.927597
3.435435,0.858859,0.950951,0.815211,0.883081,0.928629
3.431431,0.857858,0.951785,0.817877,0.884831,0.929654
3.427427,0.856857,0.952619,0.820530,0.886575,0.930671
3.423423,0.855856,0.953453,0.823172,0.888313,0.931679
3.419419,0.854855,0.954288,0.825803,0.890045,0.932680
3.415415,0.853854,0.955122,0.828422,0.891772,0.933673
3.411411,0.852853,0.955956,0.831030,0.893493,0.934659
3.407407,0.851852,0.956790,0.833626,0.895208,0.935637
3.403403,0.850851,0.957624,0.836212,0.896918,0.936607
3.399399,0.849850,0.958458,0.838786,0.898622,0.937570
3.395395,0.848849,0.959293,0.841350,0.900321,0.938526
3.391391,0.847848,0.960127,0.843903,0.902015,0.939475
3.387387,0.846847,0.960961,0.846445,0.903703,0.940416
3.383383,0.845846,0.961795,0.848976,0.905386,0.941350
3.379379,0.844845,0.962629,0.851497,0.907063,0.942277
3.375375,0.843844,0.963463,0.854008,0.908736,0.943197
3.371371,0.842843,0.964298,0.856508,0.910403,0.944110
3.367367,0.841842,0.965132,0.858998,0.912065,0.945016
3.363363,0.840841,0.965966,0.861478,0.913722,0.945915
3.359359,0.839840,0.966800,0.863948,0.915374,0.946808
3.355355,0.838839,0.967634,0.866407,0.917021,0.947694
3.351351,0.837838,0.968468,0.868857,0.918663,0.948573
3.347347,0.836837,0.969303,0.871298,0.920300,0.949446
3.343343,0.835836,0.970137,0.873728,0.921932,0.950312
3.339339,0.834835,0.970971,0.876149,0.923560,0.951171
3.335335,0.833834,0.971805,0.878560,0.925183,0.952025
3.331331,0.832833,0.972639,0.880962,0.926801,0.952872
3.327327,0.831832,0.973473,0.883354,0.928414,0.953712
3.323323,0.830831,0.974308,0.885737,0.930022,0.954547
3.319319,0.829830,0.975142,0.888111,0.931626,0.955375
3.315315,0.828829,0.975976,0.890475,0.933226,0.956197
3.311311,0.827828,0.976810,0.892831,0.934821,0.957014
3.307307,0.826827,0.977644,0.895177,0.936411,0.957824
3.303303,0.825826,0.978478,0.897515,0.937997,0.958628
3.299299,0.824825,0.979313,0.899844,0.939578,0.959426
3.295295,0.823824,0.980147,0.902163,0.941155,0.960218
3.291291,0.822823,0.980981,0.904474,0.942728,0.961005
3.287287,0.821822,0.981815,0.906777,0.944296,0.961786
3.283283,0.820821,0.982649,0.909070,0.945860,0.962561
3.279279,0.819820,0.983483,0.911356,0.947420,0.963330
3.275275,0.818819,0.984318,0.913632,0.948975,0.964094
3.271271,0.817818,0.985152,0.915900,0.950526,0.964852
3.267267,0.816817,0.985986,0.918160,0.952073,0.965605
3.263263,0.815816,0.986820,0.920412,0.953616,0.966352
3.259259,0.814815,0.987654,0.922655,0.955155,0.967094
3.255255,0.813814,0.988488,0.924890,0.956689,0.967831
3.251251,0.812813,0.989323,0.927117,0.958220,0.968562
3.247247,0.811812,0.990157,0.929336,0.959747,0.969287
3.243243,0.810811,0.990991,0.931547,0.961269,0.970008
3.239239,0.809810,0.991825,0.933750,0.962788,0.970723
3.235235,0.808809,0.992659,0.935945,0.964302,0.971433
3.231231,0.807808,0.993493,0.938132,0.965813,0.972138
3.227227,0.806807,0.994328,0.940312,0.967320,0.972838
3.223223,0.805806,0.995162,0.942484,0.968823,0.973533
3.219219,0.804805,0.995996,0.944648,0.970322,0.974223
3.215215,0.803804,0.996830,0.946804,0.971817,0.974907
3.211211,0.802803,0.997664,0.948953,0.973309,0.975587
3.207207,0.801802,0.998498,0.951094,0.974796,0.976262
3.203203,0.800801,0.999333,0.953228,0.976280,0.976932
3.199199,0.799800,1.000167,0.955354,0.977761,0.977597
3.195195,0.798799,1.001001,0.957473,0.979237,0.978258
3.191191,0.797798,1.001835,0.959585,0.980710,0.978914
3.187187,0.796797,1.002669,0.961690,0.982179,0.979565
3.183183,0.795796,1.003504,0.963787,0.983645,0.980211
3.179179,0.794795,1.004338,0.965877,0.985107,0.980853
3.175175,0.793794,1.005172,0.967960,0.986566,0.981490
3.171171,0.792793,1.006006,0.970035,0.988021,0.982122
3.167167,0.791792,1.006840,0.972104,0.989472,0.982750
3.163163,0.790791,1.007674,0.974166,0.990920,0.983373
3.159159,0.789790,1.008509,0.976221,0.992365,0.983992
3.155155,0.788789,1.009343,0.978269,0.993806,0.984607
3.151151,0.787788,1.010177,0.980310,0.995243,0.985217
3.147147,0.786787,1.011011,0.982344,0.996677,0.985823
3.143143,0.785786,1.011845,0.984371,0.998108,0.986424
3.139139,0.784785,1.012679,0.986392,0.999536,0.987021
3.135135,0.783784,1.013514,0.988406,1.000960,0.987614
3.131131,0.782783,1.014348,0.990413,1.002380,0.988202
3.127127,0.781782,1.015182,0.992414,1.003798,0.988786
3.123123,0.780781,1.016016,0.994408,1.005212,0.989366
3.119119,0.779780,1.016850,0.996396,1.006623,0.989942
3.115115,0.778779,1.017684,0.998377,1.008031,0.990514
3.111111,0.777778,1.018519,1.000351,1.009435,0.991082
3.107107,0.776777,1.019353,1.002320,1.010836,0.991645
3.103103,0.775776,1.020187,1.004281,1.012234,0.992205
3.099099,0.774775,1.021021,1.006237,1.013629,0.992760
3.095095,0.773774,1.021855,1.008186,1.015021,0.993312
3.091091,0.772773,1.022689,1.010129,1.016409,0.993859
3.087087,0.771772,1.023524,1.012066,1.017795,0.994403
3.083083,0.770771,1.024358,1.013996,1.019177,0.994942
3.079079,0.769770,1.025192,1.015920,1.020556,0.995478
3.075075,0.768769,1.026026,1.017839,1.021932,0.996010
3.071071,0.767768,1.026860,1.019751,1.023305,0.996538
3.067067,0.766767,1.027694,1.021657,1.024675,0.997062
3.063063,0.765766,1.028529,1.023557,1.026043,0.997583
3.059059,0.764765,1.029363,1.025451,1.027407,0.998100
3.055055,0.763764,1.030197,1.027339,1.028768,0.998613
3.051051,0.762763,1.031031,1.029221,1.030126,0.999122
3.047047,0.761762,1.031865,1.031097,1.031481,0.999628
3.043043,0.760761,1.032699,1.032967,1.032833,1.000130
3.039039,0.759760,1.033534,1.034832,1.034183,1.000628
3.035035,0.758759,1.034368,1.036690,1.035529,1.001123
3.031031,0.757758,1.035202,1.038543,1.036873,1.001614
3.027027,0.756757,1.036036,1.040390,1.038213,1.002101
3.023023,0.755756,1.036870,1.042232,1.039551,1.002586
3.019019,0.754755,1.037704,1.044068,1.040886,1.003066
3.015015,0.753754,1.038539,1.045898,1.042218,1.003543
3.011011,0.752753,1.039373,1.047722,1.043548,1.004017
3.007007,0.751752,1.040207,1.049541,1.044874,1.004487
3.003003,0.750751,1.041041,1.051355,1.046198,1.004953
2.998999,0.749750,1.041875,1.053162,1.047519,1.005417
2.994995,0.748749,1.042709,1.054965,1.048837,1.005877
2.990991,0.747748,1.043544,1.056762,1.050153,1.006333
2.986987,0.746747,1.044378,1.058553,1.051465,1.006786
2.982983,0.745746,1.045212,1.060339,1.052775,1.007236
2.978979,0.744745,1.046046,1.062120,1.054083,1.007683
2.974975,0.743744,1.046880,1.063895,1.055388,1.008126
2.970971,0.742743,1.047714,1.065665,1.056690,1.008566
2.966967,0.741742,1.048549,1.067429,1.057989,1.009003
2.962963,0.740741,1.049383,1.069189,1.059286,1.009437
2.958959,0.739740,1.050217,1.070943,1.060580,1.009867
2.954955,0.738739,1.051051,1.072691,1.061871,1.010295
2.950951,0.737738,1.051885,1.074435,1.063160,1.010719
2.946947,0.736737,1.052719,1.076173,1.064446,1.011140
2.942943,0.735736,1.053554,1.077907,1.065730,1.011558
2.938939,0.734735,1.054388,1.079635,1.067011,1.011972
2.934935,0.733734,1.055222,1.081358,1.068290,1.012384
2.930931,0.732733,1.056056,1.083076,1.069566,1.012793
2.926927,0.731732,1.056890,1.084789,1.070839,1.013198
2.922923,0.730731,1.057724,1.086496,1.072110,1.013601
2.918919,0.729730,1.058559,1.088199,1.073379,1.014000
2.914915,0.728729,1.059393,1.089897,1.074645,1.014397
2.910911,0.727728,1.060227,1.091590,1.075908,1.014791
2.906907,0.726727,1.061061,1.093278,1.077169,1.015181
2.902903,0.725726,1.061895,1.094961,1.078428,1.015569
2.898899,0.724725,1.062729,1.096639,1.079684,1.015954
2.894895,0.723724,1.063564,1.098312,1.080938,1.016336
2.890891,0.722723,1.064398,1.099980,1.082189,1.016715
2.886887,0.721722,1.065232,1.101644,1.083438,1.017091
2.882883,0.720721,1.066066,1.103303,1.084684,1.017465
2.878879,0.719720,1.066900,1.104957,1.085928,1.017835
2.874875,0.718719,1.067734,1.106606,1.087170,1.018203
2.870871,0.717718,1.068569,1.108250,1.088409,1.018568
2.866867,0.716717,1.069403,1.109890,1.089646,1.018930
2.862863,0.715716,1.070237,1.111525,1.090881,1.019289
2.858859,0.714715,1.071071,1.113155,1.092113,1.019646
2.854855,0.713714,1.071905,1.114781,1.093343,1.020000
2.850851,0.712713,1.072739,1.116402,1.094571,1.020351
2.846847,0.711712,1.073574,1.118018,1.095796,1.020699
2.842843,0.710711,1.074408,1.119630,1.097019,1.021045
2.838839,0.709710,1.075242,1.121237,1.098240,1.021388
2.834835,0.708709,1.076076,1.122840,1.099458,1.021729
2.830831,0.707708,1.076910,1.124438,1.100674,1.022067
2.826827,0.706707,1.077744,1.126032,1.101888,1.022402
2.822823,0.705706,1.078579,1.127621,1.103100,1.022735
2.818819,0.704705,1.079413,1.129205,1.104309,1.023065
2.814815,0.703704,1.080247,1.130786,1.105516,1.023392
2.810811,0.702703,1.081081,1.132361,1.106721,1.023717
2.806807,0.701702,1.081915,1.133933,1.107924,1.024039
2.802803,0.700701,1.082749,1.135499,1.109124,1.024359
2.798799,0.699700,1.083584,1.137062,1.110323,1.024677
2.794795,0.698699,1.084418,1.138620,1.111519,1.024991
2.790791,0.697698,1.085252,1.140174,1.112713,1.025304
2.786787,0.696697,1.086086,1.141723,1.113905,1.025614
2.782783,0.695696,1.086920,1.143268,1.115094,1.025921
2.778779,0.694695,1.087754,1.144809,1.116282,1.026226
2.774775,0.693694,1.088589,1.146346,1.117467,1.026528
2.770771,0.692693,1.089423,1.147878,1.118650,1.026828
2.766767,0.691692,1.090257,1.149406,1.119831,1.027126
2.762763,0.690691,1.091091,1.150929,1.121010,1.027421
2.758759,0.689690,1.091925,1.152449,1.122187,1.027714
2.754755,0.688689,1.092759,1.153964,1.123362,1.028005
2.750751,0.687688,1.093594,1.155475,1.124535,1.028293
2.746747,0.686687,1.094428,1.156982,1.125705,1.028579
2.742743,0.685686,1.095262,1.158485,1.126874,1.028862
2.738739,0.684685,1.096096,1.159984,1.128040,1.029143
2.734735,0.683684,1.096930,1.161479,1.129204,1.029422
2.730731,0.682683,1.097764,1.162969,1.130367,1.029699
2.726727,0.681682,1.098599,1.164455,1.131527,1.029973
2.722723,0.680681,1.099433,1.165938,1.132685,1.030245
2.718719,0.679680,1.100267,1.167416,1.133841,1.030515
2.714715,0.678679,1.101101,1.168890,1.134996,1.030782
2.710711,0.677678,1.101935,1.170360,1.136148,1.031048
2.706707,0.676677,1.102769,1.171826,1.137298,1.031311
2.702703,0.675676,1.103604,1.173289,1.138446,1.031572
2.698699,0.674675,1.104438,1.174747,1.139592,1.031830
2.694695,0.673674,1.105272,1.176201,1.140737,1.032087
2.690691,0.672673,1.106106,1.177651,1.141879,1.032341
2.686687,0.671672,1.106940,1.179098,1.143019,1.032593
2.682683,0.670671,1.107774,1.180540,1.144157,1.032843
2.678679,0.669670,1.108609,1.181979,1.145294,1.033091
2.674675,0.668669,1.109443,1.183413,1.146428,1.033337
2.670671,0.667668,1.110277,1.184844,1.147560,1.033580
2.666667,0.666667,1.111111,1.186271,1.148691,1.033822
2.662663,0.665666,1.111945,1.187694,1.149820,1.034061
2.658659,0.664665,1.112779,1.189113,1.150946,1.034299
2.654655,0.663664,1.113614,1.190528,1.152071,1.034534
2.650651,0.662663,1.114448,1.191940,1.153194,1.034767
2.646647,0.661662,1.115282,1.193348,1.154315,1.034998
2.642643,0.660661,1.116116,1.194752,1.155434,1.035227
2.638639,0.659660,1.116950,1.196152,1.156551,1.035454
2.634635,0.658659,1.117784,1.197548,1.157666,1.035680
2.630631,0.657658,1.118619,1.198941,1.158780,1.035903
2.626627,0.656657,1.119453,1.200330,1.159891,1.036124
2.622623,0.655656,1.120287,1.201715,1.161001,1.036343
2.618619,0.654655,1.121121,1.203097,1.162109,1.036560
2.614615,0.653654,1.121955,1.204475,1.163215,1.036775
2.610611,0.652653,1.122789,1.205849,1.164319,1.036988
2.606607,0.651652,1.123624,1.207219,1.165422,1.037199
2.602603,0.650651,1.124458,1.208586,1.166522,1.037408
2.598599,0.649650,1.125292,1.209950,1.167621,1.037616
2.594595,0.648649,1.126126,1.211309,1.168718,1.037821
2.590591,0.647648,1.126960,1.212665,1.169813,1.038025
2.586587,0.646647,1.127794,1.214018,1.170906,1.038226
2.582583,0.645646,1.128629,1.215366,1.171997,1.038426
2.578579,0.644645,1.129463,1.216711,1.173087,1.038624
2.574575,0.643644,1.130297,1.218053,1.174175,1.038820
2.570571,0.642643,1.131131,1.219391,1.175261,1.039014
2.566567,0.641642,1.131965,1.220726,1.176345,1.039206
2.562563,0.640641,1.132799,1.222057,1.177428,1.039397
2.558559,0.639640,1.133634,1.223384,1.178509,1.039585
2.554555,0.638639,1.134468,1.224708,1.179588,1.039772
2.550551,0.637638,1.135302,1.226029,1.180665,1.039957
2.546547,0.636637,1.136136,1.227345,1.181741,1.040140
2.542543,0.635636,1.136970,1.228659,1.182815,1.040321
2.538539,0.634635,1.137804,1.229969,1.183887,1.040501
2.534535,0.633634,1.138639,1.231276,1.184957,1.040679
2.530531,0.632633,1.139473,1.232579,1.186026,1.040855
2.526527,0.631632,1.140307,1.233878,1.187093,1.041029
2.522523,0.630631,1.141141,1.235175,1.188158,1.041202
2.518519,0.629630,1.141975,1.236468,1.189221,1.041372
2.514515,0.628629,1.142809,1.237757,1.190283,1.041541
2.510511,0.627628,1.143644,1.239043,1.191343,1.041709
2.506507,0.626627,1.144478,1.240326,1.192402,1.041874
2.502503,0.625626,1.145312,1.241605,1.193458,1.042038
2.498498,0.624625,1.146146,1.242881,1.194514,1.042200
2.494494,0.623624,1.146980,1.244154,1.195567,1.042360
2.490490,0.622623,1.147814,1.245423,1.196619,1.042519
2.486486,0.621622,1.148649,1.246689,1.197669,1.042676
2.482482,0.620621,1.149483,1.247951,1.198717,1.042832
2.478478,0.619620,1.150317,1.249211,1.199764,1.042985
2.474474,0.618619,1.151151,1.250467,1.200809,1.043138
2.470470,0.617618,1.151985,1.251719,1.201852,1.043288
2.466466,0.616617,1.152819,1.252969,1.202894,1.043437
2.462462,0.615616,1.153654,1.254215,1.203934,1.043584
2.458458,0.614615,1.154488,1.255458,1.204973,1.043729
2.454454,0.613614,1.155322,1.256698,1.206010,1.043873
2.450450,0.612613,1.156156,1.257934,1.207045,1.044016
2.446446,0.611612,1.156990,1.259167,1.208079,1.044156
2.442442,0.610611,1.157824,1.260397,1.209111,1.044295
2.438438,0.609610,1.158659,1.261624,1.210141,1.044433
2.434434,0.608609,1.159493,1.262848,1.211170,1.044569
2.430430,0.607608,1.160327,1.264068,1.212198,1.044703
2.426426,0.606607,1.161161,1.265285,1.213223,1.044836
2.422422,0.605606,1.161995,1.266499,1.214247,1.044967
2.418418,0.604605,1.162829,1.267710,1.215270,1.045097
2.414414,0.603604,1.163664,1.268918,1.216291,1.045225
2.410410,0.602603,1.164498,1.270122,1.217310,1.045352
2.406406,0.601602,1.165332,1.271324,1.218328,1.045477
2.402402,0.600601,1.166166,1.272522,1.219344,1.045601
2.398398,0.599600,1.167000,1.273717,1.220359,1.045723
2.394394,0.598599,1.167835,1.274909,1.221372,1.045843
2.390390,0.597598,1.168669,1.276098,1.222383,1.045962
2.386386,0.596597,1.169503,1.277284,1.223393,1.046080
2.382382,0.595596,1.170337,1.278467,1.224402,1.046196
2.378378,0.594595,1.171171,1.279647,1.225409,1.046311
2.374374,0.593594,1.172005,1.280823,1.226414,1.046424
2.370370,0.592593,1.172840,1.281997,1.227418,1.046535
2.366366,0.591592,1.173674,1.283167,1.228420,1.046646
2.362362,0.590591,1.174508,1.284335,1.229421,1.046754
2.358358,0.589590,1.175342,1.285499,1.230421,1.046862
2.354354,0.588589,1.176176,1.286661,1.231418,1.046968
2.350350,0.587588,1.177010,1.287819,1.232415,1.047072
2.346346,0.586587,1.177845,1.288974,1.233409,1.047175
2.342342,0.585586,1.178679,1.290127,1.234403,1.047277
2.338338,0.584585,1.179513,1.291276,1.235395,1.047377
